Cities
南京	32.041544	118.767413
芜湖	31.326319	118.376451
汉阳	30.54915	114.274780
武昌	30.65389	114.555890
汉口	30.815536	114.254935
平型关	39.320898	113.923574
黄冈	30.447711	114.879365
九江	29.712034	115.992811
南昌	28.676493	115.892151
抚州	27.98385	116.358351
鹰潭	28.238638	117.033838
上饶	28.44442	117.971185
黄山	29.709239	118.317325
杭州	30.287459	120.153576
宁波	29.868388	121.549792
金华	29.089524	119.649506
温州	28.000575	120.672111
建瓯	27.02301	118.297660
福州	26.075302	119.306239
泉州	24.908853	118.589421
古田	26.57682	118.746880
厦门	24.490474	118.110220
金门	24.42922	118.322630
马祖	26.19466	119.534330
瑞金	25.88557	116.027030
赣州	25.85097	114.940278
梅州	24.299112	116.117582
潮州	23.661701	116.632301
汕头	23.37102	116.708463
惠州	23.079404	114.412599
宝安	22.55371	113.883110
香港	22.266416	114.177314
虎门	22.82615	113.711180
东莞	23.048884	113.760234
韶关	24.801322	113.591544
台北	25.037798	121.565170
基隆	25.130741	121.746248
桃园	24.993777	121.301337
台中	24.138620	120.679040
高雄	22.620856	120.311922
恒春	22.002373	120.745451
台东	22.756045	121.145654
花莲	23.830000	121.300000
澎湖	23.569733	119.566417
井冈山	26.74804	114.289490
宜春	27.8043	114.391136
长沙	28.19409	112.982279
株洲	27.835806	113.151737
衡阳	26.900358	112.607693
郴州	25.793589	113.032067
清远	23.704188	113.036779
黄埔	23.10642	113.458950
荆州	30.326857	112.238130
襄阳	32.042426	112.144146
十堰	32.647017	110.785239
宜昌	30.702636	111.290843
巫山	31.07458	109.878140
达州	31.209484	107.502262
广元	32.433668	105.829757
绵阳	31.46402	104.741722
武隆	29.32548	107.760100
涪陵	29.70292	107.390070
重庆	29.533155	106.504962
成都	30.659462	104.065735
邵阳	27.237842	111.469230
常德	29.040225	111.691347
韶山	27.91503	112.526550
永州	26.434516	111.608019
怀化	27.550082	109.978240
凯里	26.56689	107.981320
贵阳	26.578343	106.713478
遵义	27.706626	106.937265
毕节	27.301693	105.285010
桂林	25.274215	110.299121
柳州	24.314617	109.411703
百色	23.897742	106.616285
梧州	23.472309	111.316229
云浮	22.929801	112.044439
肇庆	23.051546	112.472529
佛山	23.028762	113.122717
顺德	22.80452	113.293940
中山	22.521113	113.382391
澳门	22.198751	113.549134
江门	22.590431	113.094942
茂名	21.659751	110.919229
湛江	21.195338	110.405529
郁林	22.63136	110.154393
南宁	22.82402	108.320004
北海	21.473343	109.119254
钦州	21.967127	108.624175
江界	40.968193	126.598805
平壤	39.018914	125.752400
咸兴	39.989936	127.611228
上甘岭	38.333333	127.466667
开城	37.966667	126.550000
汉城	37.566667	126.966667
仁川	37.463889	126.648611
平昌	37.368889	128.390278
大邱	35.866667	128.600000
光州	35.166667	126.916667
釜山	35.102778	129.040000
济州	33.000000	126.133333
对马	34.200340	129.291775
长崎	32.749766	129.880721
熊本	32.808020	130.705245
鹿儿岛	31.594420	130.557431
福冈	33.588787	130.398069
宫崎	31.908648	131.421218
广岛	34.383521	132.451296
出云	35.368775	132.753852
高知	33.554149	133.529875
德岛	34.070346	134.555333
神户	34.689831	135.197399
和歌山	34.232807	135.169684
大阪	34.697427	135.504575
京都	35.015823	135.767868
奈良	34.689831	135.802512
伊势	34.486384	136.707872
名古屋	35.180221	136.904187
静冈	34.974198	138.384635
富士	35.163230	138.675643
神奈川	35.415844	139.262280
横须贺	35.276438	139.673387
富山	36.694812	137.211363
横滨	35.442191	139.634124
东京	35.684555	139.765770
埼玉	36.051230	139.149081
新泻	37.917123	139.035788
千叶	35.608246	140.105486
水户	36.363300	140.471719
仙台	38.273350	140.868969
秋田	39.718234	140.102185
青森	40.817858	140.746561
函馆	41.771088	140.728627
札幌	43.061763	141.352216
冲绳	26.331385	127.803164
钓鱼台	25.800345	123.599855
海参崴	43.147368	131.894938
马里亚纳	15.101471	145.728300
关岛	13.440558	144.750517
硫磺岛	24.787331	141.315563
哈尔滨	45.755114	126.639612
大庆	46.595721	125.096033
齐齐哈尔	47.352825	123.904017
呼伦贝尔	49.220331	119.762171
满洲里	49.597040	117.376874
白城	45.615098	122.839215
牡丹江	44.548937	129.631855
鸡西	45.296316	130.964796
七台河	45.771061	131.000725
依兰	46.304017	129.561786
鹤岗	47.353692	130.303678
双鸭山	46.649077	131.158214
珍宝岛	46.485904	133.844743
伯力	48.480176	135.068160
河池	24.694288	108.084355
清津	41.767215	129.730039
商洛	33.871729	109.937391
恩施	30.283100	109.481058
张家界	29.122514	110.475427
益阳	28.554712	112.354089
岳阳	29.359776	113.134118
宿州	33.643810	116.965047
蚌埠	32.916440	117.384546
合肥	31.817407	117.229176
阜阳	32.894675	115.816603
安阳	36.103904	114.389050
许昌	34.040416	113.846852
驻马店	32.989283	114.028129
信阳	32.128293	114.091058
商丘	34.414146	115.648623
郑州	34.756405	113.648517
Roads
北平	承德
承德	唐山
承德	秦皇岛
承德	赤峰
承德	朝阳
朝阳	锦州
朝阳	奉天
奉天	通辽
通辽	铁岭
通辽	四平
通辽	赤峰
赤峰	二连浩特
二连浩特	张家口
二连浩特	乌兰察布
乌兰察布	大同
乌兰察布	呼和浩特
铁岭	通化
通化	盛京
通化	吉林
通化	江界
江界	平壤
江界	咸兴
开城	上甘岭
汉城	仁川
汉城	平昌
大邱	光州
仁川	光州
光州	釜山
平昌	釜山
烟台	青岛
烟台	威海卫
延边	海参崴
札幌	函馆
函馆	青森
函馆	秋田
秋田	仙台
秋田	新泻
新泻	水户
新泻	东京
新泻	富山
富山	埼玉
埼玉	东京
富山	名古屋
名古屋	京都
富山	京都
京都	大阪
京都	奈良
京都	出云
出云	神户
出云	福冈
名古屋	伊势
伊势	和歌山
和歌山	大阪
神户	德岛
德岛	高知
高知	宫崎
高知	广岛
宫崎	福冈
宫崎	鹿儿岛
东京	千叶
千叶	水户
基隆	花莲
花莲	台东
台东	恒春
恒春	高雄
盐城	南通
南通	苏州
杭州	黄山
黄山	芜湖
黄山	上饶
上饶	鹰潭
黄山	金华
杭州	金华
金华	温州
金华	建瓯
温州	宁波
温州	福州
建瓯	福州
福州	马祖
福州	泉州
泉州	厦门
建瓯	古田
厦门	古田
建瓯	上饶
厦门	金门
古田	瑞金
瑞金	抚州
抚州	鹰潭
厦门	潮州
潮州	汕头
汕头	惠州
惠州	梅州
梅州	瑞金
汉口	六安
汉口	黄冈
六安	滁州
滁州	淮北
滁州	南京
黄冈	九江
九江	芜湖
九江	南昌
南昌	抚州
南昌	赣州
赣州	瑞金
南昌	宜春
宜春	井冈山
井冈山	赣州
赣州	韶关
井冈山	郴州
郴州	韶关
韶关	清远
韶关	东莞
惠州	宝安
澳门	中山
中山	顺德
顺德	江门
中山	江门
顺德	广州
佛山	江门
佛山	广州
佛山	肇庆
广州	肇庆
肇庆	清远
云浮	肇庆
云浮	梧州
梧州	郁林
郁林	北海
北海	湛江
湛江	茂名
茂名	江门
北海	钦州
钦州	南宁
南宁	郁林
郁林	柳州
南宁	百色
百色	毕节
毕节	贵阳
贵阳	凯里
凯里	桂林
柳州	桂林
桂林	怀化
怀化	永州
永州	清远
永州	郴州
永州	邵阳
邵阳	韶山
韶山	长沙
韶山	常德
常德	宜昌
毕节	遵义
贵阳	遵义
遵义	成都
遵义	重庆
柳州	梧州
成都	绵阳
绵阳	广元
广元	重庆
广元	达州
重庆	达州
广元	汉中
汉中	天水
汉中	咸阳
达州	巫山
渭南	商洛
商洛	十堰
十堰	襄阳
襄阳	南阳
朔州	忻口
平型关	张家口
平型关	太原
平型关	保定
邯郸	安阳
安阳	洛阳
邯郸	开封
兰州	武威
兰州	中卫
中卫	银川
银川	宝鸡
银川	吴忠
银川	阿拉善
阿拉善	巴彦淖尔
银川	巴彦淖尔
吴忠	延安
吴忠	洛川
洛川	延安
洛川	西安
延安	榆林
榆林	吕梁
延安	吕梁
吕梁	汾阳
汾阳	潼关
榆林	鄂尔多斯
鄂尔多斯	巴彦淖尔
鄂尔多斯	包头
白城	通辽
白城	齐齐哈尔
双鸭山	伯力
伯力	珍宝岛
珍宝岛	海参崴
哈尔滨	依兰
依兰	七台河
依兰	双鸭山
依兰	鹤岗
鹤岗	双鸭山
双鸭山	七台河
七台河	鸡西
鸡西	牡丹江
鸡西	珍宝岛
双鸭山	珍宝岛
河池	柳州
河池	百色
宜昌	恩施
恩施	武隆
恩施	张家界
张家界	常德
荆州	常德
常德	益阳
常德	岳阳
益阳	长沙
亳州	宿州
淮北	宿州
宿州	蚌埠
宿州	阜阳
阜阳	六安
蚌埠	合肥
蚌埠	滁州
合肥	滁州
许昌	南阳
开封	商丘
商丘	亳州
洛阳	南阳
商丘	济南
Railways
北平	廊坊
廊坊	天津
天津	唐山
唐山	秦皇岛
秦皇岛	锦州
锦州	鞍山
鞍山	旅顺
旅顺	丹东
丹东	奉天
鞍山	奉天
奉天	铁岭
铁岭	四平
四平	盛京
盛京	吉林
吉林	延边
咸兴	上甘岭
上甘岭	汉城
汉城	开城
开城	平壤
平壤	丹东
汉城	大邱
大邱	釜山
北平	保定
保定	衡水
衡水	德州
德州	天津
德州	济南
济南	徐州
济南	台儿庄
徐州	台儿庄
徐州	宿迁
台儿庄	宿迁
台儿庄	日照
日照	青岛
长崎	熊本
鹿儿岛	熊本
熊本	福冈
福冈	广岛
广岛	神户
神户	大阪
大阪	奈良
奈良	名古屋
名古屋	静冈
静冈	富士
富士	神奈川
神奈川	横须贺
横须贺	横滨
横滨	东京
东京	水户
水户	仙台
仙台	青森
基隆	台北
台北	桃园
桃园	台中
台中	高雄
宿迁	盐城
宿迁	扬州
扬州	无锡
无锡	苏州
苏州	上海
上海	杭州
苏州	杭州
杭州	宁波
扬州	南京
南京	芜湖
芜湖	鹰潭
徐州	淮北
淮北	亳州
亳州	开封
开封	许昌
许昌	驻马店
驻马店	信阳
开封	郑州
郑州	洛阳
信阳	汉口
汉口	汉阳
汉口	武昌
汉阳	武昌
汉阳	荆州
汉阳	岳阳
岳阳	长沙
长沙	株洲
株洲	衡阳
衡阳	郴州
郴州	清远
清远	广州
广州	黄埔
黄埔	东莞
东莞	虎门
虎门	宝安
宝安	香港
荆州	襄阳
襄阳	宜昌
宜昌	巫山
巫山	武隆
武隆	涪陵
涪陵	重庆
重庆	成都
北平	张家口
张家口	大同
大同	朔州
朔州	呼和浩特
呼和浩特	包头
大同	忻口
忻口	太原
太原	邯郸
邯郸	保定
太原	平遥
平遥	临汾
临汾	汾阳
临汾	运城
运城	洛阳
运城	潼关
潼关	渭南
渭南	西安
西安	咸阳
咸阳	宝鸡
宝鸡	天水
天水	兰州
满洲里	呼伦贝尔
呼伦贝尔	齐齐哈尔
齐齐哈尔	大庆
大庆	哈尔滨
哈尔滨	盛京
哈尔滨	牡丹江
牡丹江	海参崴
牡丹江	延边
清津	咸兴
清津	延边
Cruise
青岛	上海
旅顺	烟台
烟台	天津
威海卫	济州
济州	仁川
济州	对马
釜山	对马
对马	福冈
海参崴	札幌
千叶	硫磺岛
横须贺	硫磺岛
和歌山	硫磺岛
高知	冲绳
冲绳	鹿儿岛
冲绳	长崎
长崎	威海卫
长崎	青岛
长崎	上海
长崎	济州
硫磺岛	冲绳
硫磺岛	马里亚纳
马里亚纳	关岛
关岛	冲绳
关岛	花莲
冲绳	钓鱼台
钓鱼台	基隆
台北	上海
台北	宁波
台北	马祖
马祖	澎湖
澎湖	高雄
澎湖	金门
高雄	香港
香港	澳门
济州	光州
